genomeNo	speciesGenomeNo	taxonomy	lineage	biorank	D_name	catalogueGroup	catalogueName	quality	completeness	contamination	size	gc	contig	type	OTU	OTU_status	projectNo	sampleNo	runNo	tier	nDegKos	degKos	nDepolymeraseLoci	depolymeraseLoci	synthKos
GCMeta_01172143	GCMeta_01172143	g__UBA8309	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Puniceispirillales;f__Puniceispirillaceae;g__UBA8309;s__	genus	Bacteria	Marine	Marine Seawater	Medium-quality	95.01	0.44	2596434	59	105	mOTUs	gcMeta_totalOTUv1.0_086076	representative	PRJNA521300	SAMN11355745	SRR11893115	3	1	K01907	0		K00626
GCMeta_01172158	GCMeta_01172158	g__Paracoccus	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Paracoccus;s__	genus	Bacteria	Marine	Marine Seawater	Medium-quality	65.57	1.4	2447739	67	626	mOTUs	gcMeta_totalOTUv1.0_086077	representative	PRJNA588686	SAMN13674977	SRR10912862,SRR10912855,SRR10912872,SRR10912857,SRR10912858,SRR10912874,SRR10912892,SRR10912876,SRR10912863,SRR10912866,SRR10912864,SRR10912849,SRR10912850,SRR10912873,SRR10912903,SRR10912869,SRR10912796,SRR10912807,SRR10912879,SRR10912851,SRR10912904,SRR10912853,SRR10912870,SRR10912868,SRR10912829,SRR10912860,SRR10912881,SRR10912854,SRR10912878,SRR10912856,SRR10912871,SRR10912859,SRR10912840,SRR10912880,SRR10912861,SRR10912818,SRR10912852,SRR10912875,SRR10912865,SRR10912867,SRR10912905,SRR10912877	3	1	K00019	0		K00023;K00626
GCMeta_01172209	GCMeta_01172209	s__JADHLJ01 sp027623845	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Thalassobaculales;f__Thalassobaculaceae;g__JADHLJ01;s__JADHLJ01 sp027623845	species	Bacteria	Marine	Marine Seawater	Medium-quality	85.59	2.1	4078249	61	666	mOTUs	gcMeta_totalOTUv1.0_031777	representative	PRJNA279271	SAMN03444961	SRR2027830	3	1	K00019	0		K00023;K00626
GCMeta_01172249	GCMeta_01172249	s__Nereida ignava	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Nereida;s__Nereida ignava	species	Bacteria	Marine	Marine Seawater	Medium-quality	100.0	0.0	2466318	54	89	mOTUs	gcMeta_totalOTUv1.0_030775	representative	PRJDB10010	SAMD00230625	DRR232529	3	1	K00019	0		K00023;K00626;K03821
GCMeta_01172408	GCMeta_01172408	s__Endozoicomonas sp027942505	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Endozoicomonadaceae;g__Endozoicomonas;s__Endozoicomonas sp027942505	species	Bacteria	Marine	Marine Seawater	Medium-quality	86.43	2.63	4182581	52	450	mOTUs	gcMeta_totalOTUv1.0_034598	representative	PRJEB64422	SAMEA6022295	ERR11733715	3	1	K01907	0		K00626
GCMeta_01172470	GCMeta_01172470	g__GCA-1730015	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Granulosicoccales;f__Granulosicoccaceae;g__GCA-1730015;s__	genus	Bacteria	Marine	Marine Seawater	Medium-quality	80.28	1.41	4157392	48	480	mOTUs	gcMeta_totalOTUv1.0_086085	representative	PRJNA385736	SAMN08954298	SRR8816791,SRR7595111	3	1	K01907	0		K00626
GCMeta_01172509	GCMeta_01172509	f__Sedimenticolaceae	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Chromatiales;f__Sedimenticolaceae;g__;s__	family	Bacteria	Marine	Marine Seawater	Medium-quality	97.5	2.16	3943233	47	110	mOTUs	gcMeta_totalOTUv1.0_086092	representative	PRJEB4352	SAMEA2622856	ERR4691833	3	1	K00019	0		K00023;K00626;K03821
GCMeta_01172513	GCMeta_01172513	s__Ketobacter sp002471665	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Ketobacteraceae;g__Ketobacter;s__Ketobacter sp002471665	species	Bacteria	Marine	Marine Seawater	Medium-quality	98.89	2.39	5369152	54	32	mOTUs	gcMeta_totalOTUv1.0_034739	representative	PRJNA412741	SAMN07748061	SRR6144758	3	1	K01907	0		K00626;K03821
GCMeta_01172592	GCMeta_01172592	s__Qipengyuania pelagi	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Qipengyuania;s__Qipengyuania pelagi	species	Bacteria	Marine	Marine Seawater	Medium-quality	99.6	0.0	2732722	65	21	mOTUs	gcMeta_totalOTUv1.0_031570	representative	PRJEB52452	SAMEA110646531	ERR10123889,ERR10123892,ERR10123888,ERR10123890,ERR10123891	3	1	K00019	0		K00023;K00626;K03821
GCMeta_01172646	GCMeta_01172646	g__Halioglobus	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Halioglobus;s__	genus	Bacteria	Marine	Marine Seawater	Medium-quality	71.83	0.0	1959579	52	465	mOTUs	gcMeta_totalOTUv1.0_086100	representative		SAMEA115094359		3	1	K01907	0		K00626
GCMeta_01172678	GCMeta_01172678	g__UBA4479	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodospirillales_A;f__Casp-alpha2;g__UBA4479;s__	genus	Bacteria	Marine	Marine Seawater	Medium-quality	90.49	2.24	3746994	52	552	mOTUs	gcMeta_totalOTUv1.0_086103	representative	PRJEB64422	SAMEA6044968	ERR11733554	3	1	K01907	0		K00023;K00626;K03821
GCMeta_01172684	GCMeta_01172684	s__UBA830 sp905181725	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__MPNO01;f__UBA830;g__UBA830;s__UBA830 sp905181725	species	Bacteria	Marine	Marine Seawater	Medium-quality	97.32	1.96	3889704	59	179	mOTUs	gcMeta_totalOTUv1.0_029668	representative	PRJEB41592	SAMEA7670914	ERR4918858	3	1	K00019	0		K00626;K03821
GCMeta_01172768	GCMeta_01172768	s__Acuticoccus yangtzensis	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Amorphaceae;g__Acuticoccus;s__Acuticoccus yangtzensis	species	Bacteria	Marine	Marine Seawater	Medium-quality	90.14	2.82	4422503	68	819	mOTUs	gcMeta_totalOTUv1.0_030267	representative	PRJEB64422	SAMEA6035044	ERR11733786	3	1	K00019	0		K00023;K00626;K03821
GCMeta_01172854	GCMeta_01172854	s__UBA12202 sp016778985	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Puniceispirillales;f__UBA1172;g__UBA12202;s__UBA12202 sp016778985	species	Bacteria	Marine	Marine Seawater	Medium-quality	100.0	0.0	2218695	47	89	mOTUs	gcMeta_totalOTUv1.0_029997	representative	PRJEB40764	SAMEA7422977	ERR4674746	3	1	K01907	0		K00626
GCMeta_01172865	GCMeta_01172865	s__UBA2589 sp938030915	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Longimicrobiales;f__UBA6960;g__UBA2589;s__UBA2589 sp938030915	species	Bacteria	Marine	Marine Seawater	High-quality	98.59	0.0	3516630	65	65	mOTUs	gcMeta_totalOTUv1.0_026153	representative	PRJNA739281	SAMN19707289	SRR14865845	3	1	K00019	0		K00626
GCMeta_01173140	GCMeta_01173140	s__GCA-002712045 sp002683355	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__GCA-002712045;s__GCA-002712045 sp002683355	species	Bacteria	Marine	Marine Seawater	Medium-quality	97.18	0.0	2260813	37	210	mOTUs	gcMeta_totalOTUv1.0_030682	representative	PRJNA467766	SAMN09201534	SRR7609363	3	1	K01907	0		K00023;K00626
GCMeta_01173384	GCMeta_01173384	s__Pseudoalteromonas sp002685175	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Pseudoalteromonas;s__Pseudoalteromonas sp002685175	species	Bacteria	Marine	Marine Seawater	Medium-quality	100.0	0.0	4500552	41	51	mOTUs	gcMeta_totalOTUv1.0_033654	representative	PRJEB35627	SAMEA6263990	ERR4013365	3	1	K00019	0		K00626
GCMeta_01173519	GCMeta_01173519	g__Casp-alpha2	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodospirillales_A;f__Casp-alpha2;g__Casp-alpha2;s__	genus	Bacteria	Marine	Marine Seawater	Medium-quality	60.56	1.41	1204217	57	274	mOTUs	gcMeta_totalOTUv1.0_086163	representative	PRJNA367433	SAMN06267284	SRR5819239	3	1	K01907	0		K00626;K03821
GCMeta_01173985	GCMeta_01173985	g__HIMB100	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Puniceispirillales;f__Puniceispirillaceae;g__HIMB100;s__	genus	Bacteria	Marine	Marine Seawater	Medium-quality	66.69	0.0	1735385	53	348	mOTUs	gcMeta_totalOTUv1.0_086188	representative	PRJEB64422	SAMEA6051611	ERR11733829	3	1	K01907	0		
GCMeta_01174130	GCMeta_01174130	s__Reinekea forsetii	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Natronospirillaceae;g__Reinekea;s__Reinekea forsetii	species	Bacteria	Marine	Marine Seawater	Medium-quality	100.0	0.0	3296546	54	111	mOTUs	gcMeta_totalOTUv1.0_034919	representative	PRJEB33354	SAMEA5756316	ERR3415789,ERR3415792,ERR3415790,ERR3415788,ERR3415784,ERR3415781,ERR3415786,ERR3415783,ERR3415787,ERR3415782,ERR3415785,ERR3415791	3	1	K01907	0		K00626
GCMeta_01174149	GCMeta_01174149	g__JAGWAQ01	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Puniceispirillales;f__UBA1172;g__JAGWAQ01;s__	genus	Bacteria	Marine	Marine Seawater	Medium-quality	73.28	0.0	1791972	49	250	mOTUs	gcMeta_totalOTUv1.0_086199	representative	PRJEB64422	SAMEA6024968	ERR11733735	3	1	K01907	0		
GCMeta_01174305	GCMeta_01174305	g__UBA6623	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Bryobacterales;f__UBA6623;g__UBA6623;s__	genus	Bacteria	Marine	Marine Seawater	Medium-quality	97.18	2.82	8080162	60	493	mOTUs	gcMeta_totalOTUv1.0_086207	representative	PRJNA305355	SAMN04325108	SRR2981515	3	1	K01907	0		
GCMeta_01174316	GCMeta_01174316	g__UBA9659	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Azotimanducaceae_A;g__UBA9659;s__	genus	Bacteria	Marine	Marine Seawater	Medium-quality	94.37	1.41	3795637	56	446	mOTUs	gcMeta_totalOTUv1.0_086208	representative	PRJNA739281	SAMN19707228	SRR14865846	3	1	K00019	0		K00626
GCMeta_01174322	GCMeta_01174322	g__Alteromonas	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Alteromonas;s__	genus	Bacteria	Marine	Marine Seawater	Medium-quality	91.79	0.7	3725243	43	208	mOTUs	gcMeta_totalOTUv1.0_086209	representative	PRJNA823908	SAMN27365855	SRR18653134	3	1	K00019	0		K00626
GCMeta_01174380	GCMeta_01174380	s__UBA2126 sp950063985	d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__Marinisomatales;f__TCS55;g__UBA2126;s__UBA2126 sp950063985	species	Bacteria	Marine	Marine Seawater	Medium-quality	95.77	0.0	1861477	41	140	mOTUs	gcMeta_totalOTUv1.0_026398	representative	PRJEB52452	SAMEA110646469	ERR10114974,ERR10114976,ERR10114970,ERR10114977,ERR10114975	3	1	K01907	0		K00626
GCMeta_01174422	GCMeta_01174422	g__GCA-1730015	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Granulosicoccales;f__Granulosicoccaceae;g__GCA-1730015;s__	genus	Bacteria	Marine	Marine Seawater	Medium-quality	98.59	2.82	6959807	51	295	mOTUs	gcMeta_totalOTUv1.0_086216	representative	PRJNA385736	SAMN08954251	SRR7595314,SRR8818201	3	1	K01907	0		K00626
GCMeta_01174423	GCMeta_01174423	s__Staphylococcus saprophyticus	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus saprophyticus	species	Bacteria	Marine	Marine Seawater	Medium-quality	71.95	1.25	1858950	33	428	mOTUs	gcMeta_totalOTUv1.0_005950	member	PRJNA680010	SAMN16869650	SRR13122805	3	1	K00019	0		
GCMeta_01174536	GCMeta_01174536	g__Marinobacterium_E	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Nitrincolaceae;g__Marinobacterium_E;s__	genus	Bacteria	Marine	Marine Seawater	Medium-quality	94.05	1.63	2175326	47	149	mOTUs	gcMeta_totalOTUv1.0_086223	representative	PRJEB40760	SAMEA7392481	ERR4674200	3	1	K01907	0		K00023;K00626;K03821
GCMeta_01174636	GCMeta_01174636	s__Paraglaciecola hydrolytica	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Paraglaciecola;s__Paraglaciecola hydrolytica	species	Bacteria	Marine	Marine Seawater	Medium-quality	76.32	1.32	3813377	42	944	mOTUs	gcMeta_totalOTUv1.0_033613	representative	PRJNA474405	SAMN09302792	SRR7253996	3	1	K00019	0		
GCMeta_01174637	GCMeta_01174637	s__Ketobacter sp002701845	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Ketobacteraceae;g__Ketobacter;s__Ketobacter sp002701845	species	Bacteria	Marine	Marine Seawater	Medium-quality	97.43	1.42	4228136	59	64	mOTUs	gcMeta_totalOTUv1.0_034740	representative	PRJEB4352	SAMEA2623741	ERR1726863	3	1	K01907	0		K00626;K03821
GCMeta_01174698	GCMeta_01174698	g__UBA4421	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Azotimanducaceae_A;g__UBA4421;s__	genus	Bacteria	Marine	Marine Seawater	Medium-quality	98.59	0.0	4517998	53	113	mOTUs	gcMeta_totalOTUv1.0_086237	representative	PRJNA326482	SAMN10231919	SRR8062341	3	1	K00019	0		K00626
GCMeta_01174719	GCMeta_01174719	g__Stutzerimonas	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Stutzerimonas;s__	genus	Bacteria	Marine	Marine Seawater	Medium-quality	100.0	1.41	4571108	60	216	mOTUs	gcMeta_totalOTUv1.0_086238	representative	PRJNA644370	SAMN15458164	SRR12157854	3	1	K00019	0		K00626
GCMeta_01174775	GCMeta_01174775	s__Halomonas shengliensis	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Halomonadaceae;g__Halomonas;s__Halomonas shengliensis	species	Bacteria	Marine	Marine Seawater	Medium-quality	71.83	2.82	1928589	69	491	mOTUs	gcMeta_totalOTUv1.0_034690	member	PRJNA748533	SAMN20336522	SRR15216808	3	1	K00019	0		K00626;K03821
GCMeta_01174818	GCMeta_01174818	s__Caulobacter vibrioides_E	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Caulobacter;s__Caulobacter vibrioides_E	species	Bacteria	Marine	Marine Seawater	Medium-quality	67.58	0.92	3147137	68	839	mOTUs	gcMeta_totalOTUv1.0_029401	member	PRJNA352737	SAMN05991685	SRR5002408	3	1	K00019	0		K00626
GCMeta_01174872	GCMeta_01174872	s__UBA8309 sp002686685	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Puniceispirillales;f__Puniceispirillaceae;g__UBA8309;s__UBA8309 sp002686685	species	Bacteria	Marine	Marine Seawater	Medium-quality	100.0	0.0	2408618	58	201	mOTUs	gcMeta_totalOTUv1.0_029980	representative	PRJNA385736	SAMN07483333	SRR5916773	3	1	K01907	0		K00626
GCMeta_01174916	GCMeta_01174916	s__Marinobacterium_E sp949499045	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Nitrincolaceae;g__Marinobacterium_E;s__Marinobacterium_E sp949499045	species	Bacteria	Marine	Marine Seawater	Medium-quality	96.17	0.0	2070230	48	62	mOTUs	gcMeta_totalOTUv1.0_034941	representative	PRJNA739281	SAMN19716612	SRR14865844	3	1	K01907	0		K00023;K00626;K03821
GCMeta_01175065	GCMeta_01175065	g__Paenisporosarcina	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales_A;f__Planococcaceae;g__Paenisporosarcina;s__	genus	Bacteria	Marine	Marine Seawater	Medium-quality	86.42	1.77	2399333	37	466	mOTUs	gcMeta_totalOTUv1.0_097468	member	PRJNA512068	SAMN10659872	SRR8379593	3	1	K00019	0		K00626
GCMeta_01175145	GCMeta_01175145	f__UBA2964	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__MPNO01;f__UBA2964;g__;s__	family	Bacteria	Marine	Marine Seawater	Medium-quality	84.48	1.72	4343760	60	428	mOTUs	gcMeta_totalOTUv1.0_086262	representative	PRJEB9742	SAMEA4398027	ERR2762165,ERR2762166,ERR2762164	3	1	K01907	0		K00626
GCMeta_01175189	GCMeta_01175189	g__JAPUIP01	d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__PCPOR2b;g__JAPUIP01;s__	genus	Bacteria	Marine	Marine Seawater	Medium-quality	87.32	5.63	7590593	52	1648	mOTUs	gcMeta_totalOTUv1.0_089256	member	PRJEB4352	SAMEA2620043	ERR868353	3	1	K00019	0		K00626
GCMeta_01175196	GCMeta_01175196	f__Nitriliruptoraceae	d__Bacteria;p__Actinomycetota;c__Nitriliruptoria;o__Nitriliruptorales;f__Nitriliruptoraceae;g__;s__	family	Bacteria	Marine	Marine Seawater	Medium-quality	93.4	3.28	4542793	71	348	mOTUs	gcMeta_totalOTUv1.0_086264	representative	PRJNA748533	SAMN20336540	SRR15216807	3	1	K01907	0		K00626
GCMeta_01175228	GCMeta_01175228	f__HK1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__HK1;f__HK1;g__;s__	family	Bacteria	Marine	Marine Seawater	Medium-quality	74.07	4.59	2806836	47	573	mOTUs	gcMeta_totalOTUv1.0_086267	representative	PRJEB1788	SAMEA2622823	ERR594323	3	1	K01907	0		K00626
GCMeta_01175245	GCMeta_01175245	g__GCA-1730015	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Granulosicoccales;f__Granulosicoccaceae;g__GCA-1730015;s__	genus	Bacteria	Marine	Marine Seawater	Medium-quality	91.55	4.23	5308075	48	85	mOTUs	gcMeta_totalOTUv1.0_086269	representative	PRJNA385736	SAMN08954249	SRR7595310,SRR8818341	3	1	K01907	0		K00626
GCMeta_01175320	GCMeta_01175320	s__Mycobacterium sp029780675	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium sp029780675	species	Bacteria	Marine	Marine Seawater	Medium-quality	93.99	4.99	4678260	65	742	mOTUs	gcMeta_totalOTUv1.0_003829	representative	PRJEB64422	SAMEA6012531	ERR11733670	3	1	K01907	0		K00626;K03821
GCMeta_01175329	GCMeta_01175329	o__UBA9615	d__Bacteria;p__Myxococcota;c__UBA796;o__UBA9615;f__;g__;s__	order	Bacteria	Marine	Marine Seawater	Medium-quality	100.0	1.41	8722930	71	692	mOTUs	gcMeta_totalOTUv1.0_086271	representative	PRJNA326482	SAMN10231914	SRR8062320	3	1	K01907	0		K00626
GCMeta_01175553	GCMeta_01175553	g__JACNJF01	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__GCA-001735895;f__GCA-001735895;g__JACNJF01;s__	genus	Bacteria	Marine	Marine Seawater	Medium-quality	97.18	1.41	3820685	42	323	mOTUs	gcMeta_totalOTUv1.0_086287	representative	PRJEB22997	SAMEA104408694	ERR2206796	3	1	K01907	0		K00023;K00626
GCMeta_01175759	GCMeta_01175759	f__Salinisphaeraceae	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Nevskiales;f__Salinisphaeraceae;g__;s__	family	Bacteria	Marine	Marine Seawater	High-quality	100.0	0.0	2946626	66	60	mOTUs	gcMeta_totalOTUv1.0_086297	representative	PRJNA793509	SAMN24541642	SRR17686861	3	1	K01907	0		K00626
GCMeta_01175797	GCMeta_01175797	s__SZUA-117 sp018701055	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__SZUA-117;s__SZUA-117 sp018701055	species	Bacteria	Marine	Marine Seawater	Medium-quality	100.0	0.0	3645757	52	110	mOTUs	gcMeta_totalOTUv1.0_035803	representative		SAMEA115094377		3	1	K01907	0		K00626
GCMeta_01175822	GCMeta_01175822	s__Vreelandella maris	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Halomonadaceae;g__Vreelandella;s__Vreelandella maris	species	Bacteria	Marine	Marine Seawater	Medium-quality	93.7	0.43	3857377	55	70	mOTUs	gcMeta_totalOTUv1.0_034716	representative	PRJEB9742	SAMEA4397330	ERR2762129,ERR2762128	3	1	K00019	0		K00023;K00626;K03821
GCMeta_01175830	GCMeta_01175830	s__CALEMF01 sp937911505	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Thermonemataceae;g__CALEMF01;s__CALEMF01 sp937911505	species	Bacteria	Marine	Marine Seawater	Medium-quality	95.77	1.41	5833828	40	447	mOTUs	gcMeta_totalOTUv1.0_020937	representative	PRJNA318384	SAMN04849742	SRR3401475,SRR3401487	3	1	K00019	0		K00023;K00626;K03821
GCMeta_01175944	GCMeta_01175944	s__UBA12202 sp002691725	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Puniceispirillales;f__UBA1172;g__UBA12202;s__UBA12202 sp002691725	species	Bacteria	Marine	Marine Seawater	Medium-quality	94.98	0.47	2077506	48	149	mOTUs	gcMeta_totalOTUv1.0_029996	representative	PRJEB40764	SAMEA7422962	ERR4674702	3	1	K01907	0		
GCMeta_01175945	GCMeta_01175945	g__JAJCXR01	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Multivoradales;f__UBA5704;g__JAJCXR01;s__	genus	Bacteria	Marine	Marine Seawater	High-quality	98.59	1.41	8419015	66	90	mOTUs	gcMeta_totalOTUv1.0_086307	representative	PRJNA748533	SAMN20336539	SRR15216809	3	1	K01907	0		K00626
GCMeta_01175977	GCMeta_01175977	s__Jiella sp026898155	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Jiella;s__Jiella sp026898155	species	Bacteria	Marine	Marine Seawater	Medium-quality	98.66	0.47	5338704	66	254	mOTUs	gcMeta_totalOTUv1.0_030473	representative	PRJNA748242	SAMN20322026	SRR15221253	3	1	K01907	0		K00023;K00626;K03821
GCMeta_01175990	GCMeta_01175990	g__UBA868	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Arenicellales;f__UBA868;g__UBA868;s__	genus	Bacteria	Marine	Marine Seawater	Medium-quality	84.25	2.83	2039026	55	357	mOTUs	gcMeta_totalOTUv1.0_086311	representative	PRJEB52452	SAMEA110646524	ERR10123589,ERR10123584,ERR10123590,ERR10123591	3	1	K01907	0		K00023;K00626
GCMeta_01176011	GCMeta_01176011	g__UBA1844	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__UBA1844;s__	genus	Bacteria	Marine	Marine Seawater	Medium-quality	63.38	0.0	3237550	56	379	mOTUs	gcMeta_totalOTUv1.0_086312	representative	PRJEB9742	SAMEA4397445	ERR2762132,ERR2762133	3	1	K01907	0		K00626
GCMeta_01176053	GCMeta_01176053	s__Yoonia sp913061335	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Yoonia;s__Yoonia sp913061335	species	Bacteria	Marine	Marine Seawater	Medium-quality	100.0	0.0	3289727	55	160	mOTUs	gcMeta_totalOTUv1.0_031044	representative	PRJNA329908	SAMN05416787	SRR3933389	3	1	K00019	0		K00023;K00626;K03821
GCMeta_01176099	GCMeta_01176099	g__JALZVT01	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Azotimanducaceae_A;g__JALZVT01;s__	genus	Bacteria	Marine	Marine Seawater	Medium-quality	94.37	5.63	5003565	56	419	mOTUs	gcMeta_totalOTUv1.0_086322	representative	PRJNA385736	SAMN08954274	SRR8816810,SRR7595285	3	1	K00019	0		K00626
GCMeta_01176130	GCMeta_01176130	f__Ketobacteraceae	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Ketobacteraceae;g__;s__	family	Bacteria	Marine	Marine Seawater	Medium-quality	72.34	2.41	5322657	46	1183	mOTUs	gcMeta_totalOTUv1.0_086325	representative	PRJNA656268	SAMN15783094	SRR12480088	3	1	K01907	0		K00626
GCMeta_01176205	GCMeta_01176205	s__SURF-33 sp003597945	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfosalsimonadaceae;g__SURF-33;s__SURF-33 sp003597945	species	Bacteria	Marine	Marine Seawater	Medium-quality	51.54	3.3	2148288	54	688	mOTUs	gcMeta_totalOTUv1.0_025095	representative	PRJNA588686	SAMN13674978	SRR10912837,SRR10912795,SRR10912815,SRR10912822,SRR10912845,SRR10912891,SRR10912885,SRR10912809,SRR10912806,SRR10912887,SRR10912804,SRR10912898,SRR10912835,SRR10912890,SRR10912797,SRR10912817,SRR10912803,SRR10912788,SRR10912847,SRR10912888,SRR10912810,SRR10912790,SRR10912897,SRR10912823,SRR10912824,SRR10912798,SRR10912826,SRR10912900,SRR10912831,SRR10912848,SRR10912787,SRR10912838,SRR10912841,SRR10912811,SRR10912791,SRR10912901,SRR10912895,SRR10912830,SRR10912802,SRR10912846,SRR10912883,SRR10912844,SRR10912816,SRR10912839,SRR10912828,SRR10912814,SRR10912794,SRR10912813,SRR10912793,SRR10912820,SRR10912843,SRR10912884,SRR10912886,SRR10912833,SRR10912889,SRR10912805,SRR10912821,SRR10912834,SRR10912799,SRR10912836,SRR10912819,SRR10912882,SRR10912899,SRR10912801,SRR10912902,SRR10912789,SRR10912812,SRR10912792,SRR10912825,SRR10912842,SRR10912832,SRR10912800,SRR10912786,SRR10912827,SRR10912893,SRR10912894,SRR10912896,SRR10912808	3	1	K00019	0		K00626
GCMeta_01176235	GCMeta_01176235	f__GCA-2746255	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__GCA-2746255;f__GCA-2746255;g__;s__	family	Bacteria	Marine	Marine Seawater	High-quality	99.57	0.0	2558742	64	51	mOTUs	gcMeta_totalOTUv1.0_086333	representative	PRJNA385736	SAMN07482817	SRR5924897	3	1	K01907	0		K00023;K00626;K03821
GCMeta_01176276	GCMeta_01176276	s__HIMB100 sp002700485	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Puniceispirillales;f__Puniceispirillaceae;g__HIMB100;s__HIMB100 sp002700485	species	Bacteria	Marine	Marine Seawater	Medium-quality	71.83	2.82	1574380	47	287	mOTUs	gcMeta_totalOTUv1.0_029951	member	PRJNA385736	SAMN07482790	SRR5924669	3	1	K01907	0		K00023;K00626
