ko	genomeId	locusid	contigId	sStart	eEnd	orient	gtdb_mini_taxonomy	gtdb_lineage
K07518	GCMeta_01291244	NKOBMOGD_01047	GCMeta_01291244_00017	36550	38373	+	Chiayiivirga sp022647565	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Chiayiivirga;s__Chiayiivirga sp022647565
K07518	GCMeta_00542897	NKOLGLPB_04603	GCMeta_00542897_00043	7147	9207	-	Pseudoduganella	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Pseudoduganella;s__
K07518	GCMeta_00620025	NLAOGLPA_02934	GCMeta_00620025_00307	948	3101	+	Ideonella	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Ideonella;s__
K07518	GCMeta_01264849	NLFIEJFE_00494	GCMeta_01264849_00023	1129	3270	+	PALSA-1005	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Casimicrobiaceae;g__PALSA-1005;s__
K07518	GCMeta_00051629	NLGMLBDP_03152	NODE_1387_length_8089_cov_7.208613	3424	5436	+	Duganella	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Duganella;s__
K07518	GCMeta_00815545	NLNLHPJO_01877	NODE_29227_length_10066_cov_14.799021	54	1418	+	Wenzhouxiangella sp007119095	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__Wenzhouxiangella sp007119095
K07518	GCMeta_00541383	NMBNPKMG_02337	GCMeta_00541383_00006	35219	37372	+	Piscinibacter	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Piscinibacter;s__
K07518	GCMeta_01326619	NMFLEILJ_01242	GCMeta_01326619_00047	14049	16355	+	Polaromonas	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polaromonas;s__
K07518	GCMeta_00797666	NNBLDOAP_01716	NODE_1079_length_47191_cov_12.577436	4810	6831	+	Paremcibacter sp026982375	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Emcibacteraceae;g__Paremcibacter;s__Paremcibacter sp026982375
K07518	GCMeta_00200142	NNFCLOGC_04083	GCMeta_00200142_00031	1000	3129	+	Paucibacter_A sp945952065	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Paucibacter_A;s__Paucibacter_A sp945952065
K07518	GCMeta_01289122	NNIKCHII_01394	GCMeta_01289122_00060	11340	13556	-	Comamonas	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Comamonas;s__
K07518	GCMeta_00541598	NNPKOBEO_03298	GCMeta_00541598_00014	16303	18513	-	Piscinibacter	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Piscinibacter;s__
K07518	GCMeta_00805855	NOMAGPCP_02338	NMDC60098504_00206	2373	4097	-	Rhodanobacter sp021783385	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Rhodanobacter;s__Rhodanobacter sp021783385
K07518	GCMeta_01265628	NONJOLKC_00321	GCMeta_01265628_00004	25440	27524	-	JANXSS01	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__JANXSS01;s__
K07518	GCMeta_02133596	NPCHCPGM_00644	GCMeta_02133596_00007	5151	6848	-	Thermomonas sp023388715	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Thermomonas;s__Thermomonas sp023388715
K07518	GCMeta_00785029	NPIMMLPC_02192	NODE_2922_length_9655_cov_7.657292	4758	6959	+	Schlegelella_A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Schlegelella_A;s__
K07518	GCMeta_01263001	OAAHDFAO_02181	GCMeta_01263001_00097	5958	8135	-	Burkholderiaceae	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__;s__
K07518	GCMeta_01344207	OADHNOKM_03652	GCMeta_01344207_00072	5734	7956	-	Rhodoferax_C sp903853895	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rhodoferax_C;s__Rhodoferax_C sp903853895
K07518	GCMeta_01252240	OAHJNGFO_02549	GCMeta_01252240_00285	1169	2902	-	Dokdonella sp016712865	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Dokdonella;s__Dokdonella sp016712865
K07518	GCMeta_01281741	OAJDKCKJ_02667	GCMeta_01281741_00257	2281	4035	-	Luteimonas_D	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Luteimonas_D;s__
K07518	GCMeta_00120968	OANCIALL_01800	GCMeta_00120968_00272	6127	7947	-	Pseudoxanthomonas_A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Pseudoxanthomonas_A;s__
K07518	GCMeta_01297672	OBAJABLK_00232	GCMeta_01297672_00005	33229	35352	+	Alicycliphilus	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Alicycliphilus;s__
K07518	GCMeta_01329409	OBMKAJJI_02207	GCMeta_01329409_00013	90347	92470	+	Paraburkholderia sp900104795	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Paraburkholderia;s__Paraburkholderia sp900104795
K07518	GCMeta_00360039	OBPCLFKM_04188	GCMeta_00360039_00274	1189	3330	-	Noviherbaspirillum	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Noviherbaspirillum;s__
K07518	GCMeta_01300445	OCFBGMPO_00032	GCMeta_01300445_00001	33531	35753	+	Rhodoferax_C	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rhodoferax_C;s__
K07518	GCMeta_01252985	ODAKCPNC_00069	GCMeta_01252985_00001	73875	76049	-	Rhizobacter	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rhizobacter;s__
K07518	GCMeta_00120558	ODDPMNAE_01782	GCMeta_00120558_00218	2699	4513	+	Pseudoxanthomonas_A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Pseudoxanthomonas_A;s__
K07518	GCMeta_00600192	OEGPMIFD_05706	GCMeta_00600192_00116	2647	4737	-	Burkholderia aenigmatica	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia;s__Burkholderia aenigmatica
K07518	GCMeta_00120668	OEHAPDHA_09608	GCMeta_00120668_00456	10797	13025	+	JABFXX01	d__Bacteria;p__Myxococcota;c__Polyangia;o__Haliangiales;f__Haliangiaceae;g__JABFXX01;s__
K07518	GCMeta_00541353	OFEDMPFB_02237	GCMeta_00541353_00026	12526	14730	+	Comamonas tsuruhatensis	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Comamonas;s__Comamonas tsuruhatensis
K07518	GCMeta_01262897	OGBFMNPA_01154	GCMeta_01262897_00088	5785	7947	+	Paucibacter_A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Paucibacter_A;s__
K07518	GCMeta_01328467	OGCHCIKI_01879	GCMeta_01328467_00175	377	2599	+	Rhodoferax_C	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rhodoferax_C;s__
K07518	GCMeta_02137734	OGEACGHM_01481	GCMeta_02137734_00010	11669	13810	+	Ottowia sp023442945	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Ottowia;s__Ottowia sp023442945
K07518	GCMeta_01257815	OGGMHMAC_04022	GCMeta_01257815_00056	4730	6766	-	MESE01 sp001770855	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__MESE01;s__MESE01 sp001770855
K07518	GCMeta_01257815	OGGMHMAC_04438	GCMeta_01257815_00081	10183	12279	-	MESE01 sp001770855	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__MESE01;s__MESE01 sp001770855
K07518	GCMeta_01290175	OGIBAABG_01032	GCMeta_01290175_00037	20354	22552	-	Polaromonas	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polaromonas;s__
K07518	GCMeta_01286156	OGMBMGAO_00460	GCMeta_01286156_00015	2049	3881	-	Pseudoxanthomonas sp018060215	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Pseudoxanthomonas;s__Pseudoxanthomonas sp018060215
K07518	GCMeta_00782045	OGOOELDK_00715	NODE_10466_length_19347_cov_6.102270	14398	16617	-	Rhodoferax_C	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rhodoferax_C;s__
K07518	GCMeta_01289332	OHBHAMBE_01076	GCMeta_01289332_00044	7511	9352	-	Chiayiivirga sp023438325	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Chiayiivirga;s__Chiayiivirga sp023438325
K07518	GCMeta_01289332	OHBHAMBE_01422	GCMeta_01289332_00071	10607	12397	-	Chiayiivirga sp023438325	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Chiayiivirga;s__Chiayiivirga sp023438325
K07518	GCMeta_00600833	OHGFBPHB_05886	GCMeta_00600833_00340	1351	3555	+	Comamonas tsuruhatensis	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Comamonas;s__Comamonas tsuruhatensis
K07518	GCMeta_00360056	OHHLJKAC_03035	GCMeta_00360056_00034	35470	38142	+	Noviherbaspirillum_A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Noviherbaspirillum_A;s__
K07518	GCMeta_00792868	OHMAKPDJ_04570	NODE_1104_length_20843_cov_13.648499	5549	7096	+	Cupriavidus metallidurans	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Cupriavidus;s__Cupriavidus metallidurans
K07518	GCMeta_00792868	OHMAKPDJ_04570	NODE_1104_length_20843_cov_13.648499	5549	7096	+	Cupriavidus metallidurans	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Cupriavidus;s__Cupriavidus metallidurans
K07518	GCMeta_01306676	OHPLMLON_00975	GCMeta_01306676_00033	2697	4898	+	Piscinibacter sp016706565	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Piscinibacter;s__Piscinibacter sp016706565
K07518	GCMeta_01264520	OIDALFJO_00847	GCMeta_01264520_00005	51437	53647	+	Rubrivivax	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rubrivivax;s__
K07518	GCMeta_00541910	OIHBFBCG_01615	GCMeta_00541910_00015	21779	23893	+	Usitatibacteraceae	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Usitatibacteraceae;g__;s__
K07518	GCMeta_01250444	OIKALEAJ_00261	GCMeta_01250444_00003	46233	48905	+	Zoogloea oleivorans	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Zoogloea;s__Zoogloea oleivorans
K07518	GCMeta_01307318	OJBKBJIM_00358	GCMeta_01307318_00031	7228	9024	-	Thermomonas	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Thermomonas;s__
K07518	GCMeta_00101291	OJBPKNIM_01354	GCMeta_00101291_00248	1883	3706	+	Luteimonas_D	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Luteimonas_D;s__
K07518	GCMeta_01236977	OJCAJMAD_00136	GCMeta_01236977_00001	155688	157802	+	Marinobacter	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Oleiphilaceae;g__Marinobacter;s__
K07518	GCMeta_01260471	OJELAPHP_00127	GCMeta_01260471_00005	13500	15722	-	Aquabacterium_A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Aquabacterium_A;s__
K07518	GCMeta_01291085	OJLFBMEA_01205	GCMeta_01291085_00104	714	2903	+	JAGOEY01	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__JAGOEY01;s__
K07518	GCMeta_01295019	OJOOEBNA_01902	GCMeta_01295019_00010	147018	149216	-	Cupriavidus basilensis_E	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Cupriavidus;s__Cupriavidus basilensis_E
K07518	GCMeta_01265130	OKDLKFDA_02424	GCMeta_01265130_00147	6645	8705	-	CAHJXG01	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAHJXG01;s__
K07518	GCMeta_00180236	OKKACNBD_01514	GCMeta_00180236_00184	3606	5669	+	Janthinobacterium	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Janthinobacterium;s__
K07518	GCMeta_01310642	OKOJPHFH_00248	GCMeta_01310642_00010	8331	10112	-	Thermomonas	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Thermomonas;s__
K07518	GCMeta_01250605	OKOOOLNG_01639	GCMeta_01250605_00186	1619	3814	-	Giesbergeria	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Giesbergeria;s__
K07518	GCMeta_00791230	OKPKKHMD_03323	NODE_103_length_59064_cov_8.631175	49077	51293	+	Comamonas acidovorans	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Comamonas;s__Comamonas acidovorans
K07518	GCMeta_02133309	OLACKPEF_01492	GCMeta_02133309_00014	15096	16913	+	Luteimonas_D	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Luteimonas_D;s__
K07518	GCMeta_01280821	OLPHEGNC_00835	GCMeta_01280821_00041	4831	6522	-	Lysobacter_G	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Lysobacter_G;s__
K07518	GCMeta_01280491	OMBCFDGP_01368	GCMeta_01280491_00065	5720	7846	+	Ottowia	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Ottowia;s__
K07518	GCMeta_00120214	OMBDMGOO_00269	GCMeta_00120214_00016	7975	9876	-	Dyella kyungheensis	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Dyella;s__Dyella kyungheensis
K07518	GCMeta_01311693	OMBFPKFF_00519	GCMeta_01311693_00019	13233	15104	+	Chiayiivirga	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Chiayiivirga;s__
K07518	GCMeta_01084819	OMJHJOGB_02479	GCMeta_01084819_00025	42659	44749	+	DAIDBD01 sp027310305	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__DAIDBD01;s__DAIDBD01 sp027310305
K07518	GCMeta_03557020	OMLFDNPN_00619	GCMeta_03557020_00019	4249	6411	-	Ralstonia sp001078575	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Ralstonia;s__Ralstonia sp001078575
K07518	GCMeta_01284936	ONEGFALM_01150	GCMeta_01284936_00144	656	2818	+	Burkholderiaceae	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__;s__
K07518	GCMeta_00803852	ONIHPKIN_02050	NMDC60096477_00007	82948	85062	-	Hydrococcus rivularis	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Microcystaceae;g__Hydrococcus;s__Hydrococcus rivularis
K07518	GCMeta_01307806	ONOFMBAB_01865	GCMeta_01307806_00215	179	2419	-	Rubrivivax	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rubrivivax;s__
K07518	GCMeta_00779351	OOFFIFGM_02222	k141_1335576	1332	3155	-	Ahniellaceae	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Ahniellaceae;g__;s__
K07518	GCMeta_00180440	OOHNCKLO_00010	GCMeta_00180440_00001	13915	15759	+	Stenotrophomonas	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Stenotrophomonas;s__
K07518	GCMeta_01085037	OPBOCPMC_01018	GCMeta_01085037_00006	94702	96546	-	Stenotrophomonas nematodicola	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Stenotrophomonas;s__Stenotrophomonas nematodicola
K07518	GCMeta_01282006	OPCNNFOJ_02297	GCMeta_01282006_00009	108609	110450	+	Dokdonella_A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Dokdonella_A;s__
K07518	GCMeta_01320872	OPEDHILA_01545	GCMeta_01320872_00049	12760	14964	+	Rhodoferax_C sp903958915	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rhodoferax_C;s__Rhodoferax_C sp903958915
K07518	GCMeta_01252111	OPMLPMFC_03043	GCMeta_01252111_00012	2936	5113	-	Ralstonia pickettii	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Ralstonia;s__Ralstonia pickettii
K07518	GCMeta_00542408	PAIBADJO_01206	GCMeta_00542408_00014	762	2555	-	Lysobacter	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Lysobacter;s__
K07518	GCMeta_00540210	PAMMFFPC_05768	GCMeta_00540210_00132	1211	3343	+	Rubrivivax	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rubrivivax;s__
K07518	GCMeta_00360033	PBHOCIDH_03791	GCMeta_00360033_00026	56575	58731	-	Acidovorax sp000302535	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Acidovorax;s__Acidovorax sp000302535
K07518	GCMeta_01261528	PBLOODED_02505	GCMeta_01261528_00410	1532	3595	+	PALSA-1005	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Casimicrobiaceae;g__PALSA-1005;s__
K07518	GCMeta_01307744	PBNPIHHO_00402	GCMeta_01307744_00008	38265	40388	-	UBA2334	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__UBA2334;s__
K07518	GCMeta_00420066	PBPBGMKL_00242	GCMeta_00420066_00038	243	1865	+	Aquabacterium_A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Aquabacterium_A;s__
K07518	GCMeta_01314687	PEABIAPF_03552	GCMeta_01314687_00465	1237	2934	-	Acidovorax facilis	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Acidovorax;s__Acidovorax facilis
K07518	GCMeta_01264349	PENOFPPO_00315	GCMeta_01264349_00015	13900	16149	+	PALSA-1003	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Casimicrobiaceae;g__PALSA-1003;s__
K07518	GCMeta_01264855	PFANHILP_00764	GCMeta_01264855_00026	17549	19624	+	Janthinobacterium	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Janthinobacterium;s__
K07518	GCMeta_01221773	PFLPLNCJ_00521	GCMeta_01221773_00007	20025	22181	+	Acidovorax sp000302535	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Acidovorax;s__Acidovorax sp000302535
K07518	GCMeta_01312288	PFOBAOOA_02990	GCMeta_01312288_00054	26877	29015	-	Comamonas testosteroni	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Comamonas;s__Comamonas testosteroni
K07518	GCMeta_03737424	PGADCIHP_01728	GCMeta_03737424_00001	1993625	1995478	-	Stenotrophomonas maltophilia_AA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Stenotrophomonas;s__Stenotrophomonas maltophilia_AA
K07518	GCMeta_01284466	PGEOEHFG_02909	GCMeta_01284466_00210	1004	3127	+	Ottowia sp020161215	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Ottowia;s__Ottowia sp020161215
K07518	GCMeta_01260609	PGJAKJCL_00973	GCMeta_01260609_00018	15493	17538	+	JANXSS01	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__JANXSS01;s__
K07518	GCMeta_01337039	PGOEKGOH_01432	GCMeta_01337039_00018	27246	29477	+	Rhodoferax_C sp903945325	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rhodoferax_C;s__Rhodoferax_C sp903945325
K07518	GCMeta_02134977	PHLMIIAC_02295	GCMeta_02134977_00163	3306	5081	+	Lysobacter xinjiangensis	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Lysobacter;s__Lysobacter xinjiangensis
K07518	GCMeta_00812394	PIJFAKFF_00301	NODE_2_length_533976_cov_131.800691	314434	316221	+	Thermomonas sp021821195	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Thermomonas;s__Thermomonas sp021821195
K07518	GCMeta_01237906	PKOPKMFM_00827	GCMeta_01237906_00002	160594	162702	+	Marinobacter shengliensis	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Oleiphilaceae;g__Marinobacter;s__Marinobacter shengliensis
K07518	GCMeta_00780106	PLIEBLMO_00524	NODE_3502_length_7588_cov_4.885242	4270	6468	-	Polaromonas sp012927415	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polaromonas;s__Polaromonas sp012927415
K07518	GCMeta_01260564	PLOCEABL_02952	GCMeta_01260564_00168	753	2867	-	JABFRJ01	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__JABFRJ01;s__
K07518	GCMeta_01310131	PMAACKEF_00323	GCMeta_01310131_00016	2347	4182	+	Pseudoxanthomonas_A mexicana	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Pseudoxanthomonas_A;s__Pseudoxanthomonas_A mexicana
K07518	GCMeta_01310131	PMAACKEF_00857	GCMeta_01310131_00062	4597	6480	+	Pseudoxanthomonas_A mexicana	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Pseudoxanthomonas_A;s__Pseudoxanthomonas_A mexicana
K07518	GCMeta_01250176	PMBCNNGN_01411	GCMeta_01250176_00073	6441	8603	-	Rubrivivax	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rubrivivax;s__
K07518	GCMeta_01323925	PMGOEDGL_04060	GCMeta_01323925_00060	4249	6411	-	Ralstonia sp001078575	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Ralstonia;s__Ralstonia sp001078575
K07518	GCMeta_01173442	PMMEKKAN_00436	GCMeta_01173442_00001	499129	501231	+	Marinobacter nauticus	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Oleiphilaceae;g__Marinobacter;s__Marinobacter nauticus
K07518	GCMeta_01288637	PNLBHBFC_01007	GCMeta_01288637_00090	4644	6776	+	Ottowia sp001897615	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Ottowia;s__Ottowia sp001897615
K07518	GCMeta_01277284	POCEICKE_00581	GCMeta_01277284_00020	5822	8011	+	Marinobacter salarius	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Oleiphilaceae;g__Marinobacter;s__Marinobacter salarius
K07518	GCMeta_01260402	POGEPJIM_00356	GCMeta_01260402_00010	4016	6187	+	JANYCG01	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__JANYCG01;s__
K07518	GCMeta_01321700	PPBCABAH_00877	GCMeta_01321700_00110	1694	4189	+	Rhodoferax	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rhodoferax;s__
K07518	GCMeta_00380046	PPGEOKCD_04605	GCMeta_00380046_00034	548	2752	+	Comamonas acidovorans	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Comamonas;s__Comamonas acidovorans
K07518	GCMeta_01306492	PPGIIPHK_01938	GCMeta_01306492_00009	99328	101541	+	Polaromonas	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polaromonas;s__
